player_name,current_team,position,role_archetype,expected_role,role_confidence,candidate_type,board_type,recommendation,final_fit,theoretical_fit,need_match,contender_gain,marginal_contender_delta,expected_minutes_share,portability,portability_tier,contract_value,salary_bucket,salary_percentile_within_role,surplus_or_overpay_label,risk_score,risk_tier,acquisition_feasibility,feasibility_tier,base_salary_millions,cap_hit_millions,contract_aav_millions,contract_status,free_agent_year,salary_source,source_url,pulled_at,gaps_addressed,gap_specific_scores,role_on_sixers,why_fit,why_need_match,why_contender_gain,concerns,salary_context,portability_summary,risk_summary,acquisition_summary,data_sources,missing_data_flags,explanation_confidence,player_id,season
Jock Landale,ATL,C,Rim Protector,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,59.4,59.4,64.2,25.2,17.1,0.35,84.0,Strong,77.5,Minimum,12.9,Steal,16.8,Low,88.0,Easy,,2.296,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 56.8, ""defense"": 47.1, ""playoff portability proxy"": 84.0, ""rebounding"": 86.7, ""role player shooting"": 62.8}",Projected Rotation Player as a Rim Protector; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: playoff portability proxy, rebounding, role player shooting.; strong playoff portability; a steal on salary.","Answers top PHI gaps: playoff portability proxy, rebounding, role player shooting.","35% projected minutes share x need 64 x role quality 74%, portability- and feasibility-adjusted.",missing data (draft year missing),$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Strong (84/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (17/100). Drivers: missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1629111,2025-26
Duncan Robinson,DET,F,Movement Shooter,Starter,high,realistic_trade_target,trade_target,Strong Fit If Affordable,59.4,59.4,68.8,37.7,29.7,0.5,98.2,Elite,58.7,Mid,64.1,Bargain,19.7,Low,48.0,Difficult,,16.835,,signed_long_term,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 96.0, ""defense"": 31.9, ""playoff portability proxy"": 98.2, ""rebounding"": 11.9, ""role player shooting"": 92.8}",Projected Starter as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability; a bargain on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","50% projected minutes share x need 69 x role quality 83%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies; missing data (draft year missing),$16.8M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (98/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (20/100). Drivers: missing inputs.,"Difficult to acquire (48/100). Movable in a realistic trade package; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1629130,2025-26
Victor Wembanyama,SAS,F-C,Rim Protector,High-Level Starter,high,star_unrealistic,unrealistic_watchlist,Unrealistic / Unavailable,59.4,59.4,72.9,43.3,35.2,0.6,91.6,Elite,78.4,Mid,33.3,Steal,21.9,Low,10.0,Unrealistic,,13.377,,signed_long_term,2027.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,defense; playoff portability proxy; rebounding,"{""shooting pressure"": 57.0, ""defense"": 74.7, ""playoff portability proxy"": 91.6, ""rebounding"": 90.1, ""role player shooting"": 56.2}",Projected High-Level Starter as a Rim Protector; adds the perimeter/rim defense PHI lacks; helps the glass.,"Answers top PHI gaps: defense, playoff portability proxy, rebounding.; elite playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: defense, playoff portability proxy, rebounding.","60% projected minutes share x need 73 x role quality 96%, portability- and feasibility-adjusted.",No major rule-based concerns.,$13.4M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2027.,Elite (92/100). Holds up: real floor spacing; two-way defensive value; takes care of the ball. Watch: no major portability concerns.,Low risk (22/100). Drivers: hard to acquire.,Unrealistic to acquire (10/100). A max-tier star; not realistically acquirable.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1641705,2025-26
Onyeka Okongwu,ATL,F-C,Stretch Big,Starter,high,unavailable_core_player,unrealistic_watchlist,Unrealistic / Unavailable,59.1,59.1,78.3,38.1,30.0,0.5,98.9,Elite,63.1,Mid,61.5,Bargain,18.7,Low,5.8,Unrealistic,,15.0,,signed_long_term,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; defense; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 73.8, ""defense"": 65.5, ""playoff portability proxy"": 98.9, ""rebounding"": 85.5, ""role player shooting"": 73.4}",Projected Starter as a Stretch Big; spaces the floor for Embiid post-ups and Maxey drives; adds the perimeter/rim defense PHI lacks; helps the glass.,"Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a bargain on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 78 x role quality 91%, portability- and feasibility-adjusted.",No major rule-based concerns.,$15.0M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (99/100). Holds up: real floor spacing; two-way defensive value; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (19/100). Drivers: hard to acquire.,"Unrealistic to acquire (6/100). A core piece; realistically not available; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630168,2025-26
Royce O'Neale,PHX,F,3-and-D Wing,Rotation Player,high,realistic_trade_target,trade_target,Strong Fit If Affordable,58.8,58.8,77.0,28.4,20.3,0.35,96.2,Elite,54.7,Mid,65.4,Bargain,19.5,Low,50.2,Difficult,,10.125,,signed_long_term,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 94.6, ""defense"": 49.2, ""playoff portability proxy"": 96.2, ""rebounding"": 52.2, ""role player shooting"": 84.8}",Projected Rotation Player as a 3-and-D Wing; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability; a bargain on salary.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 77 x role quality 76%, portability- and feasibility-adjusted.",missing data (draft year missing),$10.1M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (96/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (20/100). Drivers: age profile; missing inputs.,Difficult to acquire (50/100). Movable in a realistic trade package; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1626220,2025-26
Max Christie,DAL,G,Movement Shooter,Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,58.6,58.6,65.5,34.8,26.7,0.5,87.3,Strong,70.8,Cheap,38.5,Steal,13.9,Low,49.6,Difficult,,7.714,,rookie_scale,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 89.1, ""defense"": 35.5, ""playoff portability proxy"": 87.3, ""rebounding"": 20.5, ""role player shooting"": 81.7}",Projected Starter as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; strong playoff portability; a steal on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","50% projected minutes share x need 65 x role quality 85%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies,$7.7M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Strong (87/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (14/100). Drivers: no dominant risk driver.,"Difficult to acquire (50/100). On a cheap rookie-scale deal; needs a trade; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1631108,2025-26
Myles Turner,MIL,C-F,Stretch Big,Starter,high,expensive_trade_target,trade_target,Role-Player Target,57.7,57.7,77.1,38.2,30.1,0.5,99.1,Elite,49.6,Large,82.1,Fair,22.4,Low,22.6,Unrealistic,,25.318,,signed_long_term,2029.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 81.4, ""defense"": 57.1, ""playoff portability proxy"": 99.1, ""rebounding"": 69.8, ""role player shooting"": 79.1}",Projected Starter as a Stretch Big; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 77 x role quality 81%, portability- and feasibility-adjusted.",No major rule-based concerns.,$25.3M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2029.,"Elite (99/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (22/100). Drivers: hard to acquire.,"Unrealistic to acquire (23/100). Tradeable but expensive; needs salary matching; a key piece for his current team, so harder to acquire; a large salary that complicates trade matching.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1626167,2025-26
Sam Hauser,BOS,F,Stationary Spacer,Rotation Player,high,realistic_trade_target,trade_target,Strong Fit If Affordable,57.7,57.7,70.6,25.9,17.9,0.35,99.3,Elite,53.9,Mid,64.0,Fair,15.0,Low,51.2,Difficult,,10.045,,signed_long_term,2029.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 89.0, ""defense"": 34.4, ""playoff portability proxy"": 99.3, ""rebounding"": 40.3, ""role player shooting"": 87.2}",Projected Rotation Player as a Stationary Spacer; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 71 x role quality 73%, portability- and feasibility-adjusted.",weak defensive proxies; missing data (draft year missing),$10.0M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2029.,"Elite (99/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (15/100). Drivers: missing inputs.,Difficult to acquire (51/100). Movable in a realistic trade package; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1630573,2025-26
Ayo Dosunmu,MIN,G,Secondary Creator,Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,57.7,57.7,64.0,34.2,26.1,0.5,83.4,Strong,74.2,Cheap,35.9,Steal,13.4,Low,48.1,Difficult,,7.519,,rookie_scale,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 76.7, ""defense"": 43.6, ""playoff portability proxy"": 83.4, ""rebounding"": 37.2, ""role player shooting"": 72.4}",Projected Starter as a Secondary Creator; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; strong playoff portability; a steal on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","50% projected minutes share x need 64 x role quality 90%, portability- and feasibility-adjusted.",No major rule-based concerns.,$7.5M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2026.,Strong (83/100). Holds up: real floor spacing; takes care of the ball. Watch: no major portability concerns.,Low risk (13/100). Drivers: no dominant risk driver.,"Difficult to acquire (48/100). On a cheap rookie-scale deal; needs a trade; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630245,2025-26
Keon Ellis,CLE,G,Point-of-Attack Guard,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,57.6,57.6,62.5,22.2,14.1,0.35,84.7,Strong,68.0,Minimum,16.9,Steal,13.3,Low,88.0,Easy,,2.302,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; defense; playoff portability proxy; role player shooting,"{""shooting pressure"": 62.5, ""defense"": 68.0, ""playoff portability proxy"": 84.7, ""rebounding"": 15.1, ""role player shooting"": 62.1}",Projected Rotation Player as a Point-of-Attack Guard; spaces the floor for Embiid post-ups and Maxey drives; adds the perimeter/rim defense PHI lacks.,"Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, role player shooting.; strong playoff portability; a steal on salary.","Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, role player shooting.","35% projected minutes share x need 62 x role quality 57%, portability- and feasibility-adjusted.",missing data (draft year missing),$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Strong (85/100). Holds up: real floor spacing; two-way defensive value; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (13/100). Drivers: missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1631165,2025-26
Landry Shamet,NYK,G,Movement Shooter,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,57.6,57.6,62.3,22.1,14.0,0.35,84.9,Strong,69.7,Minimum,12.9,Steal,14.2,Low,88.0,Easy,,2.296,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 83.6, ""defense"": 36.3, ""playoff portability proxy"": 84.9, ""rebounding"": 11.6, ""role player shooting"": 83.3}",Projected Rotation Player as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; strong playoff portability; a steal on salary.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 62 x role quality 57%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies,$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Strong (85/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (14/100). Drivers: no dominant risk driver.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,medium,1629013,2025-26
Isaiah Joe,OKC,G,Movement Shooter,Rotation Player,high,realistic_trade_target,trade_target,Strong Fit If Affordable,57.5,57.5,72.2,27.1,19.0,0.35,97.3,Elite,53.2,Mid,72.1,Fair,16.7,Low,49.2,Difficult,,12.362,,signed_long_term,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 96.6, ""defense"": 39.5, ""playoff portability proxy"": 97.3, ""rebounding"": 23.8, ""role player shooting"": 90.5}",Projected Rotation Player as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 72 x role quality 79%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies,$12.4M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (97/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (17/100). Drivers: no dominant risk driver.,Difficult to acquire (49/100). Movable in a realistic trade package; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630198,2025-26
Norman Powell,MIA,G,Primary Creator,Starter,high,likely_free_agent,free_agent,Strong Fit If Affordable,57.2,57.2,63.6,37.0,28.9,0.5,84.5,Strong,59.1,Large,71.8,Bargain,18.4,Low,68.0,Possible,,20.483,,signed_short_term,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 76.5, ""defense"": 45.6, ""playoff portability proxy"": 84.5, ""rebounding"": 28.4, ""role player shooting"": 72.5}",Projected Starter as a Primary Creator; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; strong playoff portability; a bargain on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","50% projected minutes share x need 64 x role quality 92%, portability- and feasibility-adjusted.",No major rule-based concerns.,$20.5M cap hit (signed short term); base salary and AAV are not in the public source. Reaches free agency ~2026.,Strong (84/100). Holds up: real floor spacing; takes care of the ball. Watch: no major portability concerns.,Low risk (18/100). Drivers: age profile.,"Possible to acquire (68/100). On an expiring deal, likely available in free agency.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1626181,2025-26
Andrew Wiggins,MIA,F,3-and-D Wing,Starter,high,expensive_trade_target,trade_target,Role-Player Target,56.7,56.7,75.6,38.0,29.9,0.5,96.0,Elite,49.0,Large,89.7,Fair,20.5,Low,20.8,Unrealistic,,28.223,,signed_long_term,2027.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 78.8, ""defense"": 58.1, ""playoff portability proxy"": 96.0, ""rebounding"": 70.1, ""role player shooting"": 75.7}",Projected Starter as a 3-and-D Wing; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 76 x role quality 87%, portability- and feasibility-adjusted.",No major rule-based concerns.,$28.2M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2027.,Elite (96/100). Holds up: real floor spacing; two-way defensive value; takes care of the ball. Watch: no major portability concerns.,Low risk (20/100). Drivers: hard to acquire.,"Unrealistic to acquire (21/100). Tradeable but expensive; needs salary matching; a key piece for his current team, so harder to acquire; a large salary that complicates trade matching.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,203952,2025-26
Saddiq Bey,NOP,G-F,Secondary Creator,High-Level Starter,high,unavailable_core_player,unrealistic_watchlist,Unrealistic / Unavailable,56.7,56.7,65.1,36.9,28.9,0.6,91.0,Elite,84.9,Cheap,14.3,Steal,17.5,Low,5.5,Unrealistic,,6.119,,signed_long_term,2027.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 68.7, ""defense"": 35.5, ""playoff portability proxy"": 91.0, ""rebounding"": 71.0, ""role player shooting"": 69.6}",Projected High-Level Starter as a Secondary Creator; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","60% projected minutes share x need 65 x role quality 92%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies,$6.1M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2027.,"Elite (91/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (18/100). Drivers: hard to acquire.,"Unrealistic to acquire (6/100). A core piece; realistically not available; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630180,2025-26
Noah Clowney,BKN,F-C,Stretch Big,Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,56.5,56.5,63.6,32.1,24.0,0.5,82.3,Strong,75.9,Cheap,20.5,Steal,17.9,Low,51.6,Difficult,,3.399,,rookie_scale,2027.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 64.4, ""defense"": 55.8, ""playoff portability proxy"": 82.3, ""rebounding"": 48.2, ""role player shooting"": 60.4}",Projected Starter as a Stretch Big; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; strong playoff portability; a steal on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","50% projected minutes share x need 64 x role quality 78%, portability- and feasibility-adjusted.",No major rule-based concerns.,$3.4M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2027.,Strong (82/100). Holds up: real floor spacing; takes care of the ball. Watch: no major portability concerns.,Low risk (18/100). Drivers: no dominant risk driver.,Difficult to acquire (52/100). On a cheap rookie-scale deal; needs a trade; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1641730,2025-26
Rui Hachimura,LAL,F,Movement Shooter,Rotation Player,high,likely_free_agent,free_agent,Role-Player Target,56.5,56.5,64.6,25.2,17.1,0.35,93.8,Elite,47.9,Large,81.6,Fair,9.5,Low,68.0,Possible,,18.259,,signed_short_term,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 79.6, ""defense"": 34.6, ""playoff portability proxy"": 93.8, ""rebounding"": 29.5, ""role player shooting"": 82.8}",Projected Rotation Player as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 65 x role quality 77%, portability- and feasibility-adjusted.",weak defensive proxies,$18.3M cap hit (signed short term); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Elite (94/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (10/100). Drivers: no dominant risk driver.,"Possible to acquire (68/100). On an expiring deal, likely available in free agency.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1629060,2025-26
Donovan Clingan,POR,C,Rim Protector,Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,56.3,56.3,63.9,32.9,24.8,0.5,81.5,Strong,71.8,Cheap,34.6,Steal,16.0,Low,50.1,Difficult,,7.178,,rookie_scale,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,playoff portability proxy; rebounding,"{""shooting pressure"": 47.3, ""defense"": 56.7, ""playoff portability proxy"": 81.5, ""rebounding"": 99.2, ""role player shooting"": 52.4}",Projected Starter as a Rim Protector; helps the glass.,"Answers top PHI gaps: playoff portability proxy, rebounding.; strong playoff portability; a steal on salary; projects to starter minutes.","Answers top PHI gaps: playoff portability proxy, rebounding.","50% projected minutes share x need 64 x role quality 83%, portability- and feasibility-adjusted.",No major rule-based concerns.,$7.2M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Strong (82/100). Holds up: low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (16/100). Drivers: no dominant risk driver.,"Difficult to acquire (50/100). On a cheap rookie-scale deal; needs a trade; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1642270,2025-26
